,ReviewID,Reviewer Name,Review,Date-of-Review,Sentiment
798,FBD4FDAC-E75E-41CC-A4B1-64E6A0E2C11A,Taylor,Amazing movie from my childhood,2019-08-14T00:42:37.464Z,1.0
799,d7bbfbb6-6566-427f-a3b3-3e9b6d19ff43,Susan,I liked how the story line went and the music was just right. Great job on remaking this movie,2019-08-14T00:37:29.398Z,1.0
800,445746B7-929B-4DE8-944A-8E7DA51AE5EB,kay,definitely not for kids but good,2019-08-14T00:28:42.293Z,1.0
801,06a7cc1a-3e6e-4f4a-a684-be70e4c5080d,Cate B,Beautiful visually and a solid retelling.,2019-08-14T00:05:10.217Z,1.0
802,D033FAF9-CD26-4548-9198-987DD6B6952F,Nathan,It respected the original while still forging its own identity. Pumbaa and Timon were the best!,2019-08-13T23:58:33.786Z,1.0
803,978198010,Kamden G,A film that works too hard on visuals to spend some effort in recapturing the magic of the ‘94 original.,2019-08-13T23:51:02.325Z,0.0
804,F17D1EBE-5CF2-41BA-AF11-F589369DADAC,Latweena,very similar to the original. they did a good job,2019-08-13T23:50:15.535Z,1.0
805,1a447e41-94f1-4dcd-a807-8a593c45b28b,S.G.,So realistic like being in the Serengeti.,2019-08-13T23:40:47.210Z,1.0
806,ADFC1A1D-6FD1-4723-8BFA-A10B5A0BA173,mr. jade,"Rarely do I feel a remake is warranted but in this case it was an exceptional rediscovery of a classic and the animation was something that could never have been done until now so kudos Disney, you finally got it right.",2019-08-13T23:40:39.372Z,1.0
807,833adc23-dc22-43e4-aa03-2729c12eb8ad,MollyAnn,"I loved the way it looked so incredibly realistic! I really felt like I was watching real animals talk!! I love that it followed the original so closely, word for word, yet added in some knew stuff at the same time!

The original is one of my all-time favorite movies to begin with so I was really looking forward to this movie and I was definitely not disappointed! 
I highly highly recommend!",2019-08-13T23:39:22.438Z,1.0
808,AAC4BFEE-9FF7-4C7E-9521-BFFC7AD857F8,David T,Unbelievably great!!!,2019-08-13T23:29:48.585Z,1.0
809,d33b0bec-7872-4afe-9c94-bf7d3be91f19,Maureen Lewis Mccormick,Theater declined us from us seeing the movie because we we were 15 minutes late.  We came from another state on train.  Then I couldnt get a refund or exchange,2019-08-13T23:29:39.140Z,0.0
810,918a9b7b-b216-42d4-865d-8bac56c306f8,Linda V,"So well done! The movie was awesome,
Loved the real animals, soo clever. Best Lion king Ive ever seen!",2019-08-13T23:24:33.225Z,1.0
811,57824914-cd25-41c8-85c8-e893abab88f8,Chantelle,I'm a huge fan of the original Lion King. This New Lion King was so amazing and brought back so many memories of when I was a kid falling in love with all the characters for the first time. They stuck with the same story line and even script. I'm so happy I got to share of with my daughter. Fantastic job.,2019-08-13T23:21:59.768Z,1.0
812,6899C3DC-E04E-44C7-9B49-3A4F6DB2CB56,Ashley,Amazing... Loved the extra scenes as well as the fight scene with Nyla and the female hyena.,2019-08-13T22:39:35.314Z,1.0
813,2430C6FF-3226-4833-BE8A-B80CDF346A6C,Pedro L,It was a great movie.,2019-08-13T22:29:52.278Z,1.0
814,eee9e6e9-fb7a-468d-9190-2c288381506a,eduardo b,Dislike too similar screenplay,2019-08-13T22:12:40.770Z,1.0
815,C5B9BE71-EAF9-4E9F-ABF0-BB14F20E9E4C,Dinah R,"I enjoyed everything about this movie, it reminded me of the original cartoon that I saw so many years ago.  I love the characters that played Timon and Pumbaa, much funnier this time around.",2019-08-13T22:07:04.374Z,1.0
816,7B72113C-9D4C-4552-A3FB-7A65D7A7333F,phillip,From my childhood to my kids I got to live an experience that thank you god 👏🏾,2019-08-13T22:02:45.930Z,1.0
817,260313233,,Some movies don’t need to be remade,2019-08-13T21:56:35.898Z,0.0
818,9e3ac9a4-69ac-46d0-accb-b848f393e794,janet b,"It was good, but did not meet the expectations.",2019-08-13T21:50:38.784Z,1.0
819,D4289821-5919-4999-9933-1D6FAFE2DF9F,something,The visuals were stunning!,2019-08-13T21:49:18.950Z,1.0
820,2e292099-3ef2-4371-bf9f-fbe64a04a19e,Jan K,Didn't like the use of live creatures. Very incomvincing that a lion would really survive on just bugs. There are somethings that Disney should NOT change from the original.,2019-08-13T21:40:22.129Z,0.0
821,A55A662B-29C5-423D-9C0C-DB1F8BEB60DB,Rose,very good movie for the whole family.,2019-08-13T21:35:43.219Z,1.0
822,cc27d37f-5901-4ab9-97fc-e4c885627347,Bleanch,Such a cute movie but nothing beats the original cartoon movie,2019-08-13T21:28:58.769Z,1.0
823,D307C8EB-617E-4BDD-B2BD-3F190999584E,Amy,"This recreation was visually wonderful and very true to the original story. The music was outstanding, of course! In this time of Disney “real life” recreations, I felt this succeeded in igniting interest in a new generation of fans.",2019-08-13T20:54:39.638Z,1.0
824,790384741,Samantha L,"The animation was beautiful, the score (Other than Beyonce's added track) was phenomenal, however the voice acting was something left to be desired. By creating this photo-realistic version you are losing out on the emotion that hand-drawn animation offers, I believe in order to make up for this some real emphasis on the voice acting was needed. The voice acting was bland, dry, and did not make up for the lack of emotion realistic characters needed. I would take the original voice acting, put it over top since its almost scene for scene, and cut out the unnecessary bits (Like Scar basically becoming an incel because Sarabi chose Mufasa over him) And you would have a perfect, photo-realistic carbon copy. 

This truly lacked the depth and emotion the original had, and I blame it all on the lack of emotion in these characters voices; (Even James Earl's voice lacked the depth he had in the original.) ",2019-08-13T20:32:57.836Z,0.0
825,f47e0492-5342-4df0-9a74-22b78618cf36,Lisa,The small changes from the original to new were not good.,2019-08-13T20:28:36.454Z,0.0
826,20685158-1ec0-4b4e-97e6-3ae5be83ab1c,elizabeth,Wonderful movie !!  I would highly recommend seeing it,2019-08-13T20:22:27.354Z,1.0
827,26CC81E8-1510-4327-A411-6E807D2AD24E,Duan,It was a good movie but missed a lot of fun parts. Overall my daughter was pleased. For someone like me who grew up on this movie I would give it a 7/10. But it should be 10/10.,2019-08-13T20:21:50.393Z,1.0
828,987bfdec-ea7d-468c-96f2-22efd0303c96,JRH,"It was all very, very good. I marvel hat if I were not adult enough to know better, I would never believe the animals were not real. It is jus marvelous what can be done with animation, and special effects.",2019-08-13T20:14:59.499Z,1.0
829,C2A82F57-0092-46E4-B9F1-AA69D3B230E7,Juan,Visually amazing..... everything else not so much,2019-08-13T20:06:54.248Z,0.0
830,978197808,Dominick F,It was okay. The animals were so photorealistic it took away from the expression on the animals and there were hardly and facial expressions. The song were also changed a little. But overall great singing. But it's not the best.,2019-08-13T19:53:57.773Z,0.0
831,900740500,Jason M,"	Lion King
	Initial Reaction: How is this going to be different than the cartoon version?
	Main Characters
	Simba, Nala: Two lions voiced by Donald Glover and Beyonce
	TImon, Pumbaa: A meerkat/warthog combo voiced by Billy Eichner and Seth Rogen

	Plot Summary (for those who didn't see the animated film)
	Lions rule the land where the movie takes place.  The king and queen just brought in their newest baby, Simba.
	But their brother (or brother in law),Scar (with a name like that, how can he NOT be evil?), schemes to get the throne.  Using the help of the hyenas, he gets the kign killed and Simba ousted out of the kingdom.
	But the lion cub gets some help from a warthog and a meerkat, then the spirit of his dead father, then his ""friend"", Nala.

SCORING
	Main Characters
	The main characters most of us know and love are here and they are just as good and we remember them.  SCORE: 9

	Supporting Cast
	They give Nala a bit more personality because, well, she's the leading lady.  Still, we get some good moments from a baboon, a bird and the hyenas themselves.  SCORE: 8

	Plot
	The plot is easy to follow, and it has a few nice twists.  But they add a few new scenes that felt more like padding.  SCORE: 6

	Originality
	This particular Disney remake does the least changes to the animated version – which makes me wonder why make the live action in the first place (other than to show off some impressive CGI.  SCORE: 3

	Violence Factor
	There's a lot of fights between lions and hyenas (I thought I was watching a nature documentary during those fights).  But the fights do get a tiring.  SCORE: 7

	Other Moral Issues
	This film does a great job of showing how to take responsibility for your actions and how to overcome obstacles and situations.  But it does go overboard with the girl empowerment bit.  SCORE: 8

	Final Score (out of 60): 41		% Score: 68.33%
	It's a good film – if you haven't seen the animated version.  But it doesn't do much to make it stand apart from that version. 	",2019-08-13T19:49:16.624Z,1.0
832,D399798D-8732-4091-87F3-8EBE0EAA365C,Yvonelle M,It was boring! Not funny or magical. I felt like I was watching the Discovery channel. Somethings are better left alone.,2019-08-13T19:33:51.703Z,0.0
833,22AE4376-75BC-4D3F-9228-0AFF1925ED75,Melissa H,love the animation of realistic characters. awesome job!,2019-08-13T19:33:43.196Z,1.0
834,6E5C9B5A-3947-405A-935D-E4B0397612E2,Dorothy,The luau scene was left out along with Whoopi Goldberg no being in it. over all it was good.,2019-08-13T19:23:09.073Z,0.0
835,260272844,,"I mean... I might be the only one who disagrees but I’m so sorry. The animation and scenery was groundbreaking, and I personally don’t have a problem with that. I just feel like some movies are better left alone. This remake didn’t push up to it’s full potential and it made me just want to rewatch the magic of the original.",2019-08-13T19:12:46.555Z,0.0
836,6ECEE71E-A64A-4AAB-8F6B-C0779E34BA65,Michael,Watching the movie made me feel like a little kid again watching the original for the first time,2019-08-13T19:03:04.580Z,1.0
837,FBE07C11-673A-4393-A512-C5D1AA1EF165,Kari T,"loved it!
hakuna Mattata❤❤🤙",2019-08-13T18:54:02.611Z,1.0
838,8c3f4ee6-667c-463d-96cc-12b529d719b6,Richard,"Loved every second of it, tugged on every emotion",2019-08-13T18:05:49.433Z,1.0
839,978197646,Harley H,"Very well done for a live action CGI version of the greatest Disney film ever made. They kept the film nearly the same as the original, would be a five star if they had completely kept it the same, but hey that's Hollywood I guess they have to ruin something",2019-08-13T17:14:43.394Z,1.0
840,fde2e057-20b6-4ec1-89da-3337198d9c5e,Cody M,Wasn't like the original,2019-08-13T16:59:54.331Z,0.0
841,C98D8AE4-3F33-48E0-B7E6-48484507B908,Heather S,Still love the original,2019-08-13T16:59:44.136Z,0.0
842,800423755,Matthew S,"With the original animated feature so dear to me as it was the first film I saw in cinema; I went in to this movie biting my tongue, ready to take a huge dump on it. However, once the opening lines of Nants' Ingonyama burst out and the incredible Disney CGI came to life, the nostalgia took over as a mostly shot-for-shot film played out before me. The new voice actors took a little getting used to but they all did a great job.&",2019-08-13T16:48:42.644Z,1.0
843,6d486a84-40b0-43aa-b3c0-de07a55f7f8c,Maggie,HORRIBLE!!!!!!!!!!!!! I wish I could get my money back,2019-08-13T16:29:14.772Z,0.0
844,5C6D4115-64F5-4C29-8F19-2D54611AAD99,DionysusLO,was everything I hoped for in a remake.,2019-08-13T16:22:02.059Z,1.0
845,A2E3C23E-7DE1-42D0-824A-C9086D66152F,Sonya S,I loved everything about the movie.,2019-08-13T16:15:21.748Z,1.0
846,32E1018A-F7F4-4F21-B580-3E86F1984BB1,Moriah,Loved it!!!  My favorite Disney movie ever and I love the remake.,2019-08-13T15:45:30.926Z,1.0
847,a5883013-855f-46b8-86cc-7417024c575d,jose p,Movie was awesome but not really for children under 6 years of age. A little to violent,2019-08-13T15:25:24.693Z,1.0
848,BC1B0FCF-62DA-4053-A101-4BD9C53056D6,Trashan,"I loved this movie, but of course not as much as the original. It has it's slow moments, but for the most part, it's just like the movie.",2019-08-13T15:23:07.278Z,1.0
849,7972bb39-6b7e-4594-bcbf-e26eb23114af,Lisa,Loved it .Was beautiful.,2019-08-13T15:08:59.526Z,1.0
850,c01365bc-40a2-4222-a2aa-6bd9b6816944,James J,"Not enough of the songs/music from Lion King! The live action was very interesting, but the movie dragged on - my wife and I were both glad when the movie ended! That says it all.",2019-08-13T15:08:03.747Z,0.0
851,792459193,Darrell H,Captures the magic of the original,2019-08-13T14:40:15.907Z,1.0
852,0CF93655-80E5-4F52-995B-BAF9778155E5,na-na,Excluded a couple key things from the Original but over all done beauitifully,2019-08-13T14:39:34.389Z,1.0
853,859674586,,I gave it 3 and 1/2 I liked it and I don’t really understand the hate on Beyoncé I thought it was good and honestly I liked it better then the original ,2019-08-13T14:31:53.179Z,1.0
854,3f5e582a-7a74-47ce-bc22-a41e97c64ba3,Michele,"There were some key changes that I didn't really like, but overall I loved it. Definitely going to add it to my collection, when it become available.",2019-08-13T14:21:15.746Z,1.0
855,8d2b455b-50d6-4fdc-b3c2-83f44594bd2c,Gustavo,Everything was so real,2019-08-13T14:14:55.290Z,1.0
856,978197501,Paul D,Missing the emotions and character likability ,2019-08-13T14:08:24.961Z,0.0
857,e3dc10fd-fe0e-40fb-8674-d030944f852c,Rachel,Same plot with nothing interesting. Plus they made my favorite songs (like be prepared) awful. I would rather the original movie.,2019-08-13T14:04:41.943Z,0.0
858,954131982,,Loved it. The movie was amazing. Never expected it to be as great as it was. ,2019-08-13T13:47:38.177Z,1.0
859,D16121B6-1F85-41A3-9F0C-2C9773887337,Keith,Super fantastic movie,2019-08-13T13:32:21.304Z,1.0
860,787284444,Erick D,I thought the graphics were beautiful but the CGI animals were not as expressive as the original animated movie so it lacked the emotional depth the film needed. ,2019-08-13T13:22:52.029Z,0.0
861,70e34e2b-d7ed-44b3-bdc1-66e06992ca4c,KM,Nostalgia abound. Loved it.,2019-08-13T13:08:34.556Z,1.0
862,48b1c3ef-d0bc-4290-898e-d82c4f68d3d5,Edward,It was a very funny movie that kids and even adults would love to watch.,2019-08-13T12:59:54.022Z,1.0
863,8a557dab-faca-4683-bf41-cee0a9be2cb8,Lisa F,Loved that they kept it close as possible to the animated storyline!,2019-08-13T12:57:52.645Z,1.0
864,660c0b04-d100-477c-b90f-3dabc8a42608,Kareen F,Complete nostalgia! Not too excited about Beyoncs voice performance but I still love her as a recording artist. Must see.,2019-08-13T12:50:01.702Z,1.0
865,2a09d792-f109-48ea-b03e-b02aaf141186,JP,"Loved that it held very true to the original movie. It was just as heartwarming but more ""real"".",2019-08-13T12:24:42.269Z,1.0
866,540268127,Aladdin H,"great movie, too similar to the original, i would have thought some variations would have been better.  none the less the graphics and the work is amazing",2019-08-13T12:00:58.892Z,1.0
867,0c9a4a3a-8157-42d3-8c11-be73b7276f45,HERTHA K,Amazing how a movie can be so real.   Awesome - a must see.,2019-08-13T11:56:44.697Z,1.0
868,DCD0B314-20C1-4A8D-9605-D362F92AC46C,Diana,"Lifelike characters, excellent special effects.",2019-08-13T11:55:16.444Z,1.0
869,3c367c35-ccea-4c85-b1bf-32cfe0ee16b1,Stephanie,Well done! The film follows the original storyline. The animals are lifelike and that makes it captivating. Love the music.,2019-08-13T11:24:08.621Z,1.0
870,851611f9-31ce-4cc0-bdf7-a78caf6a17bb,Joseph,It was nice revisiting a Disney classic and I appreciated that the movie was capped frame for frame the same from what I can tell.,2019-08-13T11:12:16.799Z,1.0
871,c6cea35b-9b84-49a0-91a4-2fc0e9ac6e78,John D,"Great photography. It was like thousands of animals were trained as actors.  It was a beautiful, heart warming story.",2019-08-13T11:08:07.205Z,1.0
872,ccacb20b-9339-4d68-a395-b30edec694b2,Aram Marshall,It was amazing to see it in such a new way. We liked it a lot!,2019-08-13T10:56:45.101Z,1.0
873,978197336,Brendan G,I've never been so angry about a movie in all my life,2019-08-13T10:39:07.231Z,0.0
874,e0e00510-494b-4ca7-b7ac-06d1f9392451,KB,"The movie was beautifully done and all characters very lifelike. As in the cartoon, there are parts that are too intense for young children, but it was beautiful and moving overall.",2019-08-13T10:38:49.528Z,1.0
875,b1ac1786-abd6-4b18-a29e-768a1c2cd2dd,Bridget,"It was wonderful,even though you know the story,it was great to watch the animals interact and speak to each other . It was still a surprise to watch.",2019-08-13T10:38:05.761Z,1.0
876,4090CEF5-0541-4672-AF1A-3F32AD83B999,Marcos,great visual. poor choice in voice actors. donald glover and beyonce did not fit the characters of simba and nala.,2019-08-13T10:14:09.179Z,0.0
877,450fea6a-053b-46f3-b2f2-fc93077edf86,Cynthia,I didn't think I would like it but I did the hold movie was very entertaining .,2019-08-13T09:11:59.162Z,1.0
878,4e49c49b-34a1-431f-8fb0-ac299475e6af,Emily,I took my kids and we loved it the happy sing along scenes were great and over shadowed the sad parts in the movie. Great movie!,2019-08-13T09:04:59.377Z,1.0
879,978197272,Barry M,Another bland live action remake,2019-08-13T08:38:31.430Z,0.0
880,E68490D4-203C-43EB-A71E-793B849AC639,Curtis P,A wonderful and beautifully update to a Disney classic!  Amazing!,2019-08-13T07:37:35.282Z,1.0
881,e12dcdba-09c4-4d1f-a6ee-cb5453946f06,Lex A,I expected more. Cartoon version was better. Beyonce can't act.,2019-08-13T07:33:11.252Z,0.0
882,d3eabc62-890e-4380-b71f-7981bbfcb672,Keith  T,"Loved it, it was like watching it for the first time",2019-08-13T07:13:56.825Z,1.0
883,871060950,Christopher P,"While this version visually looks more real life, the cartoon version feels more ""alive"". The characters on the cartoon version draws in more empathy.",2019-08-13T06:11:52.274Z,1.0
884,91ff68ad-15f1-4e3d-99b1-13cb379c636c,Sherry,Loved the beauty and the music was great. Funny sequences with pumba were hilarious.,2019-08-13T05:56:19.769Z,1.0
885,888747507,Richard D,I didn't hate it but it was completely unnecessary ,2019-08-13T05:33:52.693Z,0.0
886,fe72fef5-f2cc-4559-bac4-7ffd5a3cf600,Fred A,"Terrific story, great photography, and great photography!",2019-08-13T05:27:23.640Z,1.0
887,333ede49-ddd9-438b-a1b8-d201f769f43a,Jeanne,stayed true to original animated film.,2019-08-13T05:11:31.236Z,1.0
888,886931965,Alex W,"It an exact remake of the first, which is a good idea because you can't beat the first one. ",2019-08-13T05:09:11.965Z,0.0
889,7a37c92b-6670-4d4b-a6e3-7d8d36101d0b,Octavian,"Once you are past the amazing picture of the real life animals and the ability to bring them to speaking life the story was a low level of the cartoon. The characters didnt have the energy, for example Timon had dry, low energy humor. Pumbaa did well. The set up was not as well transitioned. I expected some of the songs to be the same but each one was the same and not as well done. Wait till Netflix, unless by then its on Disney steaming.",2019-08-13T04:54:14.697Z,0.0
890,7D623451-C8CA-4CCB-90FC-868D9DE04383,NVB,"Lacked the vibrance and soul of the original. Voice cast choice was not on point, should have worked more on getting the original cast back.",2019-08-13T04:53:32.928Z,0.0
891,26fb6dd6-5422-427b-a78b-979737b6169e,Dolores Digregorio,Beautifully done movie. Recommend for family viewing,2019-08-13T04:51:45.209Z,1.0
892,6345a4b5-218d-4851-9756-c797beddf3fa,Jodi S,"Loved the whole movie, just got a little motion sick at times",2019-08-13T04:38:55.105Z,1.0
893,5d7466c9-3c6d-4065-a7bb-924d3f44ef1e,Shonda,Everything about it was great.,2019-08-13T04:32:29.961Z,1.0
894,7bdeb9e6-5c75-4850-9be6-5d51bfc1a541,Nancy,"My husband, daughter and myself loved the movie.",2019-08-13T04:32:24.731Z,1.0
895,a1674a4f-b2ed-453b-858d-7bfa9a2ea2f2,Keshana L,Loved everything about it!! I dont want to say exactly why cause itll spoil for those who hasnt seen it .. so nostalgic!,2019-08-13T04:29:08.687Z,1.0
896,a35018fa-2dc1-4e3a-9577-6d3079ff3e57,Alicia,Absolutely loved the entire movie!,2019-08-13T04:22:12.578Z,1.0
897,788075726,Jack W,"Found this computer-generated remake to be an entertaining on the whole with a few caveats.

The movie looks so amazing and photo-realistic. The background in particular is really impressive, I'm surprised this film had only one real setting shot. You really can't tell the difference between this landscape and the real world. Director John Favreau (Iron Man; Jungle Book) has some interesting shots in this. At times, the movie feels like a nature documentary.

Plotwise, this is probably the least ambitious of the recent Disney remakes. Unlike Beauty and the Beast and Aladdin, which clung to the plot structure of the originals but also added new elements, this one just retells the basic story. Still, I'm not hating it. This isn't the 90's Psycho. It's not word-by-word. What works for me here is that the jokes are almost all new and they work really well.

Cast is decent. All the funny characters jive. Donald Glover as adult Simba and Chiwetel Ejiofor as Scar do a good job as the hero and villain. However, Beyonce as adult Nala sometimes really comes across as reading off the page without a whole lot of effort.

The background music really sells the scenes, but admittedly Hans Zimmer basically just rehashes the music from the first film.

This contains all the classic songs from the original. However, ""Be Prepared"" has been changed to a half-it's-length spoken word song with reworked lyrics. I know at one point the news was that they were cutting this song. (Either for time or Ejiofor just didn't have the pipes.) I'm guessing this was added back due to the backlash but modified to accomodate either or both of the potential issues just mentioned. I actually would've preferred if they left the song out rather than going with this neutered version, which doesn't quite work.

If you feel that the recent Disney remakes are soulless cashgrabs, this really won't be the one to change your mind. Despite coasting with the story, I personally found this to be engaging.",2019-08-13T04:16:51.748Z,1.0
898,70db3846-7552-48ba-9902-3e7cb5dca70d,Bill,"They kept to the story line, added in some new things and I enjoyed every minute of it!",2019-08-13T04:00:39.902Z,1.0
899,d0403be3-cb01-4b17-afa4-1b8cce66f82c,Chris,Honest to the original and still so much fun,2019-08-13T03:54:27.035Z,1.0
900,cc3988da-932d-4e78-83fd-df1fcf0c53de,Manga freak,It was everything I knew as a kid,2019-08-13T03:48:22.868Z,1.0
901,f7454e2d-fd9e-4c23-9734-0adf3bda1090,Klc4990,Was nearly identical to the original. The graphics were amazing!,2019-08-13T03:40:22.511Z,1.0
902,7402be19-c6df-41f5-bc1e-e8a8471f1df9,Kat Maheu,Wonderful remake of the original film. Animation was incredibly lifelike. Loved it!,2019-08-13T03:38:58.012Z,1.0
903,978197068,Anubiz P,It was amazing and so realistic! I think the problem people have with this movie is that they compare it to the original. Just imagine this is the first time you are seeing this story,2019-08-13T03:26:09.349Z,1.0
904,d4c08d0c-9c9d-4777-9850-21be9f5933db,Diana,"Highly overrated movie in my opinion. It has a strong message. beautiful graffics, it was pretty hard to tell if the animals were real pr fake DID NOT care for the voice overs seth rogen and donald glover were my favorite. I was falling asleep in the theatre. My husband loved it. Just wasnt my cup of tea.",2019-08-13T03:18:37.052Z,0.0
905,4d20b249-4c2c-4dd7-bd43-d9c54de6d710,AJA,It was like seeing a new movie with a favorite storyline and music. Loved it!,2019-08-13T03:15:46.191Z,1.0
906,EDD5D5BA-65F1-4E39-800C-EDCDE4CB77D3,Haley,Great movie!! Love how it was like the first one! Great for all ages!,2019-08-13T02:49:01.852Z,1.0
907,d5445342-90dc-41b8-96f5-6ff4183dc96b,Google HRS,The computer technology is incredible. I knew the story but still loved every minute of it.,2019-08-13T02:34:57.374Z,1.0
908,B955B7BE-FA61-47DC-8078-0BF55062B02E,First L,"It was a good movie, but the original will still be a classic in my heart",2019-08-13T02:34:14.952Z,1.0
909,978197003,Elsa M,Horribly done. The singing was just awful. The voices of the characters were even worst. Very bland and boring. Waste of money and no need for all the hype. Definitely disappointed ,2019-08-13T02:22:06.948Z,0.0
910,63AF9107-A879-46EF-A149-1047290F4262,Jonathan D,"Soooooo Lion King. Yeaaaaaa. I've got a rant with spoilers in the event that you've never seen the original. There's your warning....

The Lion King remake. What can I say about this movie other than it was super incredibly disappointing. More disappointing than any remake of anything in recent memory. 

Here's what is great. The casting was suuuuuuuuuper fantastic. Everyone sounded like the original cast. Whether that is intentional or just a happy circumstance, I don't care. Well done. Visuals? Impressive as ever. It looked how I imagine the Serengeti would look. Music? Also, well done. Very well done. With the exception of 'Can You Feel the Love Tonight?' We get it Beyonce. You have some pipes. You're still trash and I don't care what anyone says. Your music sucks and you almost destroy a song because you clearly want people to know you're a singer. FUCK OFF!

All right. Now that I've got the great stuff out of the way you're probably thinking I had a typo when I said it was disappointing. I didn't. Despite all of those things, it was missing the most important piece of what made this movie such a classic...EMOTION! There was no emotion displayed from any of these creatures during any given moment. The quintessential scene of Simba trying to get his dead father up should've gotten me, a 30 year old man, to bawl my eyes out on my tears. Not. One. Shred. Of. Sadness. The cartoon makes me misty eyed to this day. That's not a lie. This hyper realism should've done that and more. It didn't. 

Also, there were changes with certain scenes' dialogue that should never have been changed. The scene of Simba speaking to the spectre of Mufasa. Such a POWERFUL scene in the cartoon. Mufasa tells his son that he has lost himself. Moreover, because he lost himself he had therefore forgotten about his father, whom he (Simba) claims to love. It was a powerful scene that really enlightened Simba to the realization of the consequences of him trying to hide from what has happened and to hide from who really is. What did the remake do? Tell Simba that he needed to reclaim his place on the throne so he can reclaim his place in the Circle of Life. While not terrible, IT MISSES THE MOST IMPORTANT PIECE OF CHARACTERIZATION FOR SIMBA. 

Jon Favreau is undoubtedly talented. I love Iron Man 1 obviously. The Jungle Book remake was perfect. While certain things were changed, they were changed well. THe Lion King is not an example of this. I had no emotional connection to ANY of these characters. I should have come out of this movie on CLOUD FUCKING 9 because of how much this movie means to me. Both, with the joy it brought to me as a youth and with an appreciation of the story being told when I reached adulthood. It saddens me. The cartoon is the best way to see this movie, undoubtedly. You can see the emotion of all the characters. The joy, the sadness, the disdain, the anger, everything. You don't get this with the remake. 1.75/5. I am truly sad to say this :(",2019-08-13T01:55:32.874Z,0.0
911,3ab37dab-869c-4185-a03f-bf94a5a8142a,Irina,"I like it very much, especially photography and animation of animals! Thanks a lot. I had real fun!",2019-08-13T01:52:14.161Z,1.0
912,38fd0c77-1613-4f2a-b64f-324031a5b78f,Judy,"Impressive animals & so believable. Story touching, funny & scary. Music was beautiful but I dont know if it was the theater but the acoustics left a lot to be desired. The music should have been as rich & full as the production.",2019-08-13T01:45:03.319Z,1.0
913,ccf0ece5-3732-4fc6-8cef-0e8ca05e3b66,G W,Really enjoyed the movie,2019-08-13T01:36:59.310Z,1.0
914,980936c9-e6f3-463d-89eb-6e6b3fd546d7,SG,"The movie was enjoyable mainly because it was like the original lion king. The visuals were beautiful as well as the soundtrack. Both were very well done. However, being in a theater with little kids, it was evidently too complicated for them to grasp. Too many of the key animals looked alike which seems to make it difficult for children to follow the storyline. Overall would not need to see it again.",2019-08-13T01:22:29.511Z,0.0
915,8be5eae8-2946-4c4a-a7a9-f62ffbbe39f9,Eric,"I really had high hopes for this but As they say, you cant improve on perfection. The movie was rushed, the voice actors were subpar at best. Even James earl jones sounded like he was trying extra hard not to be the old Mufasa. Just another unnecessary remake to further illustrate that lack of creativity surging through entertainment right now.",2019-08-13T01:16:09.814Z,0.0
916,b70b0085-0f5b-4f96-a862-d83947d74612,Darlene K,Quite realistic animals. A couple of faux pauxs in terms of day and night needs for a love song for Nala and Simba. Birds also do not ride on elephant tusks. Nothing can ruin the story. Superb!!!,2019-08-13T01:03:50.989Z,1.0
917,79775d78-13ac-44c0-80c3-16295139bc9e,Gary,Great animation- so life-like.,2019-08-13T01:03:15.600Z,1.0
918,DD00AC10-DAA6-46A9-840D-D68871FD9379,Melissa,It was kind of boring. It stayed true to the original. I just didn’t realize the original was so boring...,2019-08-13T00:56:47.271Z,0.0
919,e04fc6b6-02cd-4a90-86a0-30e18fcbe070,Thomas,A great movie for the kids.,2019-08-13T00:51:56.410Z,1.0
920,A169525E-DCEA-483C-A4A8-85D32A3B7B0D,Debra,We loved this version it's close to original .,2019-08-13T00:51:22.528Z,1.0
921,9f8297c7-69fe-4dec-989a-75c5646875a7,Brian T,It was nice to see the story told by a visual closer to real life. I loved the original and this is just fine for current and future generations,2019-08-13T00:45:08.946Z,1.0
922,B00446C1-DDE4-4884-A8F5-051CECC9D897,nicole,It was alright definitely like the original more,2019-08-13T00:32:22.470Z,0.0
923,62a053d1-d4aa-4e80-844e-fe1fcf5505bc,Vanessa,"It was intact just like the original!!! Had they changed anything, it wouldn't have been the same!",2019-08-13T00:19:45.940Z,1.0
924,d7b7af9f-0987-46ac-8b99-1a1b782b98a3,Denise Guarino,I took my two 20 something daughters to see it.  I remember taking them to see the original one.  It was wonderful.  We were able to see the broadway version in our home town and that was fantastic.  If it comes back here again I am definitely seeing that again.,2019-08-13T00:17:32.567Z,1.0
925,978196913,Chainsik E,"It is the same story that we have already seen again and again, but with the absence of expressions that partly improved the original film
",2019-08-13T00:09:31.259Z,0.0
926,E33DA80F-1D6F-4234-AC46-8CB1035D758A,Camila,I loved this remake of the lion king! The animation is mesmerizing and the original music is only enhanced by the new cast.,2019-08-13T00:09:25.652Z,1.0
927,BA7A09BC-9B2A-4331-B635-32A7CE2ED275,Allan A,Great movie for all ages,2019-08-12T23:51:59.106Z,1.0
928,6aa919de-5953-483c-98c2-f19170e29b28,Heather G,"Complete exact remake of the cartoon version.  I missed the comedy of Nathan Lane but enjoyed the new cast and vocals.  Was a great ""live action"" version of the previously seen lion king cartoon.  Great cinematics but not a new story or even setup.. was an exact copy of the original.. rather disappointed that they didn't add any new perspective.",2019-08-12T23:50:42.452Z,0.0
